SQL>
SQL> select di.owner
  2       , dic.column_name
  3       , dic.column_position
  4       , di.table_name
  5       , di.index_name
  6       , di.index_type
  7       , di.uniqueness
  8       , di.num_rows
  9       , di.sample_size
 10       , di.last_analyzed
 11       , di.global_stats
 12       , di.initial_extent
 13       , di.max_extents
 14       , di.next_extent
 15    from user_tables ut
 16         inner join dba_indexes di on di.table_name = ut.table_name
 17         inner join dba_ind_columns dic on dic.index_name = di.index_name
 18   --where ut.table_name like 'LBM_CLIENT_TOP'
 19  ;

OWNER                          COLUMN_NAME                    COLUMN_POSITION TABLE_NAME                     INDEX_NAME                     INDEX_TYPE                  UNIQUENES   NUM_ROWS SAMPLE_SIZE LAST_ANAL GLO INITIAL_EXTENT MAX_EXTENTS NEXT_EXTENT
STORELAND                      CODEMAGASIN                                  1 AFFILIE_MAGASIN                AFFILIE_MAGASIN_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODETYPEFACTURATIONMAG                       1 AFFILIE_TYPE_FACTURATION       AFFILIE_TYPE_FACTURATION_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD3AIF                            1 AIF_CLASSPROD3_CORRESP         AIF_CLASSPROD3_CORRESP_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 AIF_COMPTA_MAG                 AIF_COMPTA_MAG_PK              NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEFOURNISSEUR                              1 AIF_FOURNISSEURS               AIF_FOURNISSEURS_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  2 AIF_FOURNISSEURS               AIF_FOURNISSEURS_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEAIF                                      3 AIF_FOURNISSEURS               AIF_FOURNISSEURS_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESITE                                     1 AIF_LIGNES_CDE_TRAITEES        AIF_LIGNES_CDE_TRAITEES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  2 AIF_LIGNES_CDE_TRAITEES        AIF_LIGNES_CDE_TRAITEES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOMMANDE                                 3 AIF_LIGNES_CDE_TRAITEES        AIF_LIGNES_CDE_TRAITEES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOLISAGE                                 4 AIF_LIGNES_CDE_TRAITEES        AIF_LIGNES_CDE_TRAITEES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 AIF_MAGASIN_LANGUES            AIF_MAGASIN_LANGUES_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODELANGUE                                   2 AIF_MAGASIN_LANGUES            AIF_MAGASIN_LANGUES_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 AIF_ZONE_TAXATION              AIF_ZONE_TAXATION_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 ANNULE_VENTE_TMP               ANNULE_VENTE_TMP_PK            NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      JOURDEVENTE                                  2 ANNULE_VENTE_TMP               ANNULE_VENTE_TMP_PK            NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEDEPOT                                    1 ANOMALIES_RECEPTION_DEPOT      ANOMALIES_RECEPTION_DEPOT_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODERECEPTION                                2 ANOMALIES_RECEPTION_DEPOT      ANOMALIES_RECEPTION_DEPOT_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODETYPEANOMALIERCP                          3 ANOMALIES_RECEPTION_DEPOT      ANOMALIES_RECEPTION_DEPOT_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESAISON                                   2 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD0                               3 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD1                               4 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD2                               5 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD3                               6 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEPRODUIT                                  7 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOLORIS                                  8 ARRET_REASSORT_MAGASIN         ARRET_REASSORT_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 ARRET_REASSORT_MAGASIN_JOUR    ARRET_REASSORT_MAGASIN_JOUR_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOJOUR                                       2 ARRET_REASSORT_MAGASIN_JOUR    ARRET_REASSORT_MAGASIN_JOUR_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOJOUR                                       1 ARRET_REASSORT_PRODUIT_JOUR    ARRET_REASSORT_PRODUIT_JOUR_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD3                               2 ARRET_REASSORT_PRODUIT_JOUR    ARRET_REASSORT_PRODUIT_JOUR_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEDEPOT                                    1 ARRET_REASSORT_SECTEUR         ARRET_REASSORT_SECTEUR_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESECTEUR                                  2 ARRET_REASSORT_SECTEUR         ARRET_REASSORT_SECTEUR_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      NOJOUR                                       3 ARRET_REASSORT_SECTEUR         ARRET_REASSORT_SECTEUR_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEBARRES                                   1 ARTICLES                       ARTICLES_FK1                   NORMAL                      UNIQUE       5906110      306706 04-OCT-17 YES       58720256  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 ARTICLES                       ARTICLES_PK                    NORMAL                      UNIQUE       5890193      433741 04-OCT-17 YES       35651584  2147483645     1048576
STORELAND                      CODEPRODUIT                                  1 ARTICLES                       ARTICLES_FK2                   NORMAL                      UNIQUE       5839418      286668 04-OCT-17 YES       57671680  2147483645     1048576
STORELAND                      CODECOLORIS                                  2 ARTICLES                       ARTICLES_FK2                   NORMAL                      UNIQUE       5839418      286668 04-OCT-17 YES       57671680  2147483645     1048576
STORELAND                      INDICE                                       3 ARTICLES                       ARTICLES_FK2                   NORMAL                      UNIQUE       5839418      286668 04-OCT-17 YES       57671680  2147483645     1048576
STORELAND                      INDICEVARIANTE                               4 ARTICLES                       ARTICLES_FK2                   NORMAL                      UNIQUE       5839418      286668 04-OCT-17 YES       57671680  2147483645     1048576
STORELAND                      CODEETAT                                     1 ARTICLES                       ARTICLES_FK3                   NORMAL                      NONUNIQUE    5841643      347843 04-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 ARTICLES_AUTRES_DONNEES        ARTICLES_AUTRES_DONNEES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEFOURNISSEUR                              1 ARTICLES_FOURNISSEURS          ARTICLES_FOURNISSEURS_FK1      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           2 ARTICLES_FOURNISSEURS          ARTICLES_FOURNISSEURS_FK1      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 ARTICLES_FOURNISSEURS          ARTICLES_FOURNISSEURS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEFOURNISSEUR                              2 ARTICLES_FOURNISSEURS          ARTICLES_FOURNISSEURS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 ARTICLES_NO_SERIE              ARTICLES_NO_SERIE_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NUMERODESERIE                                2 ARTICLES_NO_SERIE              ARTICLES_NO_SERIE_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  3 ARTICLES_NO_SERIE              ARTICLES_NO_SERIE_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESAISON                                   1 ASSOCIATIONS_PRODUITS          ASSOCIATIONS_PRODUITS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD2                               2 ASSOCIATIONS_PRODUITS          ASSOCIATIONS_PRODUITS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEARTICLE                                  3 ASSOCIATIONS_PRODUITS          ASSOCIATIONS_PRODUITS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLIENT                                   1 AUTRES_MVT_POINTS_FIDELITE     AUTRES_MVT_POINTS_FIDELITE_FK1 NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEMVTPOINTSFIDELITE                        1 AUTRES_MVT_POINTS_FIDELITE     AUTRES_MVT_POINTS_FIDELITE_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEENVOIMARKETING                           1 AUTRES_MVT_POINTS_FIDELITE     AUTRES_MVT_POINTS_FIDELITE_FK2 NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEAVOIR                                    1 AVOIRS_NEG                     AVOIRS_NEG_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLIENTNEG                                2 AVOIRS_NEG                     AVOIRS_NEG_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  3 AVOIRS_NEG                     AVOIRS_NEG_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEAXESTAT                                  1 AXES_STATISTIQUE_CLASSPROD     AXES_STATISTIQUE_CLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEBANQUELC                                 1 BANQUES_LC                     BANQUES_LC_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      ANCIENCODECLIENT                             1 BASCULE_CORRESPONDANCE_CLIENT  BASCULE_CORRESP_CLIENT_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 BESOINS_REASSORT               BESOINS_REASSORT_FK1           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  2 BESOINS_REASSORT               BESOINS_REASSORT_FK1           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 BESOINS_REASSORT               BESOINS_REASSORT_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           2 BESOINS_REASSORT               BESOINS_REASSORT_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOMETAT                                      1 BO_ETATS                       BO_ETATS_PK                    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOMDEDONNEE                                  2 BO_ETATS                       BO_ETATS_PK                    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOMETAT                                      1 BO_ETATS_UTILISATEURS          BO_ETATS_UTILISATEURS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOMDEDONNEE                                  2 BO_ETATS_UTILISATEURS          BO_ETATS_UTILISATEURS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEUTILISATEUR                              3 BO_ETATS_UTILISATEURS          BO_ETATS_UTILISATEURS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASINTICKET                            1 BO_FACTURES_CLIENT             BO_FACTURES_CLIENT_FK1         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      DATEVENTE                                    2 BO_FACTURES_CLIENT             BO_FACTURES_CLIENT_FK1         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NUMCAISSE                                    3 BO_FACTURES_CLIENT             BO_FACTURES_CLIENT_FK1         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NUMTICKET                                    4 BO_FACTURES_CLIENT             BO_FACTURES_CLIENT_FK1         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOFACTURE                                    1 BO_FACTURES_CLIENT             BO_FACTURES_CLIENT_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESAV                                      1 BONS_PRET                      BONS_PRET_FK1                  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEBONPRET                                  1 BONS_PRET                      BONS_PRET_PK                   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESAISON                                   1 BUDGET_ACHATS                  BUDGET_ACHATS_PK               NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEZONEBUDGETACHATS                         2 BUDGET_ACHATS                  BUDGET_ACHATS_PK               NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESAISON                                   1 CADRAGE_BUDGET_POIDSCLASSPROD  CADRAGE_BUD_POIDSCLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEZONEPLANCOLLECTION                       2 CADRAGE_BUDGET_POIDSCLASSPROD  CADRAGE_BUD_POIDSCLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD0                               3 CADRAGE_BUDGET_POIDSCLASSPROD  CADRAGE_BUD_POIDSCLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD1                               4 CADRAGE_BUDGET_POIDSCLASSPROD  CADRAGE_BUD_POIDSCLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD2                               5 CADRAGE_BUDGET_POIDSCLASSPROD  CADRAGE_BUD_POIDSCLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD3                               6 CADRAGE_BUDGET_POIDSCLASSPROD  CADRAGE_BUD_POIDSCLASSPROD_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESAISON                                   1 CADRAGE_PLAN_COLLECTION        CADRAGE_PLAN_COLLECTION_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEZONEPLANCOLLECTION                       2 CADRAGE_PLAN_COLLECTION        CADRAGE_PLAN_COLLECTION_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEAXESTAT                                  3 CADRAGE_PLAN_COLLECTION        CADRAGE_PLAN_COLLECTION_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD                                4 CADRAGE_PLAN_COLLECTION        CADRAGE_PLAN_COLLECTION_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      NIVEAUSAISIE                                 5 CADRAGE_PLAN_COLLECTION        CADRAGE_PLAN_COLLECTION_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEUNITEPRESENTATION                        6 CADRAGE_PLAN_COLLECTION        CADRAGE_PLAN_COLLECTION_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESAISON                                   1 CALCUL_PLAN_ASSORTIMENT        CALCUL_PLAN_ASSORTIMENT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEAXESTAT                                  2 CALCUL_PLAN_ASSORTIMENT        CALCUL_PLAN_ASSORTIMENT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEELEMENTSTAT                              3 CALCUL_PLAN_ASSORTIMENT        CALCUL_PLAN_ASSORTIMENT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECAMPAGNE                                 1 CAMPAGNES_MARKETING            CAMPAGNES_MARKETING_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 CAPACITE_MAGASIN               CAPACITE_MAGASIN_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODESAISON                                   2 CAPACITE_MAGASIN               CAPACITE_MAGASIN_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEAXESTAT                                  3 CAPACITE_MAGASIN               CAPACITE_MAGASIN_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEELEMENTSTAT                              4 CAPACITE_MAGASIN               CAPACITE_MAGASIN_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEUNITEPRESENTATION                        5 CAPACITE_MAGASIN               CAPACITE_MAGASIN_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEENTRETIEN                                1 CARAC_ENTRETIEN_LANGUE         CARAC_ENTRETIEN_LANGUE_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODELANGUE                                   2 CARAC_ENTRETIEN_LANGUE         CARAC_ENTRETIEN_LANGUE_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODETYPECARACTERISTIQUEPRODUIT               1 CARACTERISTIQUE_PDT_CLASSPROD3 CARACTERISTIQUE_PDT_CLASS_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECLASSPROD3                               2 CARACTERISTIQUE_PDT_CLASSPROD3 CARACTERISTIQUE_PDT_CLASS_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESITE                                     1 CARACTERISTIQUES_COMMANDE      CARACTERISTIQUES_COMMANDE_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOMMANDE                                 2 CARACTERISTIQUES_COMMANDE      CARACTERISTIQUES_COMMANDE_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECARACTERISTIQUE                          3 CARACTERISTIQUES_COMMANDE      CARACTERISTIQUES_COMMANDE_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      NUMFACTURE                                   1 FACTURES_TICKET                FACTURES_TICKET_PK             NORMAL                      UNIQUE         16874       16874 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 FACTURES_TICKET                FACTURES_TICKET_FK1            NORMAL                      NONUNIQUE      16874       16874 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      JOURDEVENTE                                  2 FACTURES_TICKET                FACTURES_TICKET_FK1            NORMAL                      NONUNIQUE      16874       16874 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODECAISSE                                   3 FACTURES_TICKET                FACTURES_TICKET_FK1            NORMAL                      NONUNIQUE      16874       16874 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      NUMTICKET                                    4 FACTURES_TICKET                FACTURES_TICKET_FK1            NORMAL                      NONUNIQUE      16874       16874 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEFACTURETRANSPORTEUR                      1 FACTURES_TRANSPORTEUR          FACTURES_TRANSPORTEUR_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEFORMATETIQUETTE                          1 FORMATS_ETIQUETTE              FORMATS_ETIQUETTE_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEFOURNISSEUR                              1 FOURNISSEURS_EMAIL             FOURNISSEURS_EMAIL_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEEMAIL                                    2 FOURNISSEURS_EMAIL             FOURNISSEURS_EMAIL_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEEMAIL                                    1 FOURNISSEURS_EMAIL             FOURNISSEURS_EMAIL_FK1         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNEFACTURE                           1 FRAIS_ANNEXES_FACTURE          FRAIS_ANNEXES_FACTURE_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODECPTCOMPTABLE                             2 FRAIS_ANNEXES_FACTURE          FRAIS_ANNEXES_FACTURE_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEEO2                                      1 FT_AGENCES                     FT_AGENCES_PK                  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEDR                                       2 FT_AGENCES                     FT_AGENCES_PK                  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 FT_CIB                         FT_CIB_PK                      NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODETVA                                      2 FT_CIB                         FT_CIB_PK                      NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEPAYS                                     3 FT_CIB                         FT_CIB_PK                      NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEMODEREGLEMENTMAG                         1 FT_CODIF                       FT_CODIF_PK                    NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODELOCATIONPRODUIT                          1 FT_LIGNES_LOCATION_PRODUIT     FT_LIGNES_LOCATION_PRODUIT_PK  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEMAGASIN                                  2 FT_LIGNES_LOCATION_PRODUIT     FT_LIGNES_LOCATION_PRODUIT_PK  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      NUMEROLIGNE                                  3 FT_LIGNES_LOCATION_PRODUIT     FT_LIGNES_LOCATION_PRODUIT_PK  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           4 FT_LIGNES_LOCATION_PRODUIT     FT_LIGNES_LOCATION_PRODUIT_PK  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEVENTEINTERNE                             1 FT_LIGNES_VENTE_INTERNE        FT_LIGNES_VENTE_INTERNE_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEMAGASIN                                  2 FT_LIGNES_VENTE_INTERNE        FT_LIGNES_VENTE_INTERNE_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      NUMEROLIGNE                                  3 FT_LIGNES_VENTE_INTERNE        FT_LIGNES_VENTE_INTERNE_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           4 FT_LIGNES_VENTE_INTERNE        FT_LIGNES_VENTE_INTERNE_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 FT_LOCATIONS_PRODUIT           FT_LOCATIONS_PRODUIT_FK        NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      NUMEROTELEPHONECLIENT                        1 FT_LOCATIONS_PRODUIT           FT_LOCATIONS_PRODUIT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      DATELOCATION                                 2 FT_LOCATIONS_PRODUIT           FT_LOCATIONS_PRODUIT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODELOCATIONPRODUIT                          1 FT_LOCATIONS_PRODUIT           FT_LOCATIONS_PRODUIT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
