SQL>
SQL> select di.owner
  2       , di.table_name
  3       , di.index_name
  4       , di.index_type
  5       , di.uniqueness
  6       , di.num_rows
  7       , di.sample_size
  8       , di.last_analyzed
  9       , di.global_stats
 10       , di.initial_extent
 11       , di.max_extents
 12       , di.next_extent
 13    from user_tables ut
 14         inner join dba_indexes di on di.table_name = ut.table_name
 15  ;

OWNER                          TABLE_NAME                     INDEX_NAME                     INDEX_TYPE                  UNIQUENES   NUM_ROWS SAMPLE_SIZE LAST_ANAL GLO INITIAL_EXTENT MAX_EXTENTS NEXT_EXTENT
STORELAND                      DOC_REGUL_FACTURES_ACHAT       DOC_REGUL_FACTURES_ACHAT_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      DONNEES_JALON_TRACKING         DONNEES_JALON_TRACKING_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_SESSION_CAISSE          LIGNES_SESSION_CAISSE_PK       NORMAL                      UNIQUE          1325        1325 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MAGASINS                       MAGASINS_PK                    NORMAL                      UNIQUE           650         650 02-NOV-17 YES         131072  2147483645     1048576
STORELAND                      MAGASINS_DEPOTREASSORT         MAGASINS_DEPOTREASSORT_PK      NORMAL                      UNIQUE           604         604 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MODES_REGLEMENT_MAGASIN        MODES_REGLEMENT_MAGASIN_PK     NORMAL                      UNIQUE            12          12 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MODES_REGLEMENT_MAGASIN        MODES_REGLEMENT_MAGASIN_FK1    NORMAL                      NONUNIQUE         12          12 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MODES_REGL_MAGASIN_PAYS        MODES_REGL_MAGASIN_PAYS_PK     NORMAL                      UNIQUE            39          39 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MODES_REGL_MAGASIN_PAYS        MODES_REGL_MAGASIN_PAYS_FK1    NORMAL                      NONUNIQUE         39          39 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MODES_REGL_MAG_LANGUE_PAYS     MODES_REGL_MAG_LANGUE_PAYS_PK  NORMAL                      UNIQUE            76          76 07-AUG-15 YES          65536  2147483645     1048576
STORELAND                      TYPES_BTQ                      TYPES_BTQ_PK                   NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      TYPES_CAMPAGNE_MARKETING       TYPES_CAMPAGNE_MARKETING_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      TYPES_CARACTERISTIQUE_CDE      TYPES_CARACTERISTIQUE_CDE_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      TYPES_CARACTERISTIQUES_PRODUIT TYPES_CARACTERISTIQUES_PROD_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      MODES_TRANSPORT                MODES_TRANSPORT_PK             NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_CATALOGUE_NEG            TYPES_CATALOGUE_NEG_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      TYPES_CLIENT                   TYPES_CLIENT_PK                NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      MVTS_STOCK_DEPOT               MVTS_STOCK_DEPOT_PK            NORMAL                      UNIQUE            52          52 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MVTS_STOCK_DEPOT               MVTS_STOCK_DEPOT_FK1           NORMAL                      NONUNIQUE         52          52 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      MVTS_STOCK_MAG                 MVTS_STOCK_MAG_PK              NORMAL                      UNIQUE            87          87 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_COUT_ACTION_MARKETING    TYPES_COUT_ACTION_MARKETING_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NUM_FACTURE_TICKET             NUM_FACTURE_TICKET_PK          NORMAL                      UNIQUE         23049       23049 30-MAY-17 YES          65536  2147483645     1048576
STORELAND                      PARAMETRES_BO_WEB              PARAMETRES_BO_WEB_PK           NORMAL                      UNIQUE            24          24 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_BUDGET_ACHATS       PARAMETRES_BUDGET_ACHATS_PK    NORMAL                      UNIQUE            22          22 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      PARAMETRES_CALCUL_STOCK_SITE   PARAM_CALCUL_STOCK_SITE_PK     NORMAL                      UNIQUE             2           2 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      PARAMETRES_CRM_SITE            PARAMETRES_CRM_SITE_PK         NORMAL                      UNIQUE            57          57 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_GENERAUX_SITE       PARAMETRES__GENERAUX_SITE_PK   NORMAL                      UNIQUE           194         194 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_DONNEE_JALON_TRK         TYPES_DONNEE_JALON_TRK_FK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      PARAMETRES_IMAGES              PARAMETRES_IMAGES_PK           NORMAL                      UNIQUE             3           3 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      PARAMETRES_MULTI_ENSEIGNE      PARAMETRES_MULTI_ENSEIGNE_PK   NORMAL                      UNIQUE             6           6 24-JUL-17 YES         131072  2147483645     1048576
STORELAND                      TYPES_ETAT_CLIENT_NEGOCE       TYPES_ETAT_CLIENT_NEGOCE_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      PARAMETRES_PALMARES_2          PARAMETRES_PALMARES_2_PK       NORMAL                      UNIQUE             1           1 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      PARAMETRES_PALMARES_3          PARAMETRES_PALMARES_3_PK       NORMAL                      UNIQUE            17          17 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      PARAMETRES_PLAN_COLLECTION     PARAMETRES_PLAN_COLLECTION_PK  NORMAL                      UNIQUE            27          27 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      PARAMETRES_PORTEFEUILLE_CDE    PARAMETRES_PORTEFEUILLE_CDE_PK NORMAL                      UNIQUE            21          21 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_FACTURATION_MAGASIN      TYPES_FACTURATION_MAGASIN_FK1  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      TYPES_FACTURATION_MAGASIN      TYPES_FACTURATION_MAGASIN_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_POSTE               PARAMETRES_POSTE_PK            NORMAL                      UNIQUE            42          42 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_RECEPTION           PARAMETRES_RECEPTION_PK        NORMAL                      UNIQUE             2           2 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_TRAITEMENT_NUIT     PARAMETRES_TRAITEMENT_NUIT_PK  NORMAL                      UNIQUE           120         120 28-OCT-15 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_UTILISATEUR         PARAMETRES_UTILISATEUR_PK      NORMAL                      UNIQUE           112         112 05-OCT-17 YES         327680  2147483645     1048576
STORELAND                      TYPES_GUELTE                   TYPES_GUELTE_PK                NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PARAM_CALCUL_BUDGET_ACHATS     PARAM_CALCUL_BUDGET_ACHATS_PK  NORMAL                      UNIQUE             7           7 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      PARAM_EDITION_LISTECOLISAGE    PARAM_EDITION_LISTECOLISAGE_PK NORMAL                      UNIQUE           625         625 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      PARAM_IMP_PORTEF_CDE_ENTETE    PARAM_IMP_PORTEF_CDE_ENTETE_PK NORMAL                      UNIQUE             1           1 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      INT_CLASSPROD3                 INT_CLASSPROD3_PK              NORMAL                      UNIQUE             0           0 01-NOV-17 YES         196608  2147483645     1048576
STORELAND                      INT_DESCRIPTIONS_PRODUIT_WEB   INT_DESC_PRODUIT_WEB_PK        NORMAL                      UNIQUE             0           0 02-NOV-17 YES       38797312  2147483645     1048576
STORELAND                      INT_HISTO_CB_FRN               INT_HISTO_CB_FRN_FK1           NORMAL                      NONUNIQUE          0           0 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      INT_HISTO_CB_FRN               INT_HISTO_CB_FRN_PK            NORMAL                      UNIQUE             0           0 02-NOV-17 YES       48234496  2147483645     1048576
STORELAND                      INT_INFOFACTURATION_CLIENT     INT_INFOFACTURATION_CLIENT_PK  NORMAL                      NONUNIQUE       6189        6189 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      INT_PRODUITS                   INT_PRODUITS_FK1               NORMAL                      UNIQUE             0           0 02-NOV-17 YES       37748736  2147483645     1048576
STORELAND                      INT_PRODUITS                   INT_PRODUITS_PK                NORMAL                      UNIQUE             0           0 02-NOV-17 YES       33554432  2147483645     1048576
STORELAND                      INT_PRODUITS_COLORIS           INT_PRODUITS_COLORIS_PK        NORMAL                      UNIQUE             0           0 02-NOV-17 YES       37748736  2147483645     1048576
STORELAND                      INT_STATS_PRODUIT_COLORIS      INT_STATS_PRODUIT_COLORIS_PK   NORMAL                      UNIQUE             0           0 02-NOV-17 YES       41943040  2147483645     1048576
STORELAND                      INT_TARIFS                     INT_TARIFS_PK                  NORMAL                      UNIQUE             0           0 02-NOV-17 YES       41943040  2147483645     1048576
STORELAND                      INT_TVA_PRODUIT_PAYS           INT_TVA_PRODUIT_PAYS_PK        NORMAL                      UNIQUE             0           0 02-NOV-17 YES       38797312  2147483645     1048576
STORELAND                      LANGUES                        LANGUES_PK                     NORMAL                      UNIQUE             2           2 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LBM_ACTION_MARKETING           LBM_ACTION_MARKETING_PK        NORMAL                      UNIQUE             6           6 07-AUG-15 YES          65536  2147483645     1048576
STORELAND                      LBM_CLIENTS_INTERFACE          LBM_CLIENTS_INTERFACE_PK       NORMAL                      UNIQUE             0           0 29-MAY-17 YES          65536  2147483645     1048576
STORELAND                      LBM_CLIENT_TOP                 IK_CODECLIENT                  NORMAL                      NONUNIQUE     424882      424882 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      LBM_CLIENT_TOP                 IK_TOP_BTS                     NORMAL                      NONUNIQUE     424882      424882 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      LBM_CLIENT_TOP                 IK_TOP_REVISION                NORMAL                      NONUNIQUE     424882      424882 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      COMPTA_AC_SAGE                 COMPTA_AC_SAGE_PK              NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_ARRET_CAISSES           COMPTA_ARRET_CAISSES_PK        NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_CB_COMMISSIONS          COMPTA_CB_COMMISSIONS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_CB_COMMISSIONS_MAG      COMPTA_CB_COMMISSIONS_MAG_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_CENTRE                  COMPTA_CENTRE_PK               NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_CLASSPROD2              COMPTA_CLASSPROD2_PK           NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_CLIENTS_NEG             COMPTA_CLIENTS_NEG_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      COMPTA_COMPTES                 COMPTA_COMPTES_PK              NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_ACHATS          COMPTA_COMPTES_ACHATS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_COMPTES_AVOIRS          COMPTA_COMPTES_AVOIRS_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_CAISSES         COMPTA_COMPTES_CAISSES_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_COMPTES_CLIENTS         COMPTA_COMPTES_CLIENTS_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_COMPTES_CONSO           COMPTA_COMPTES_CONSO_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_COMPTES_DEPENSES        COMPTA_COMPTES_DEPENSES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_DEP_REC_MAG     COMPTA_COMPTES_DEP_REC_MAG_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_COMPTES_RECETTES        COMPTA_COMPTES_RECETTES_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_REGLEMENTS      COMPTA_COMPTES_REGLEMENTS_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_TVA             COMPTA_COMPTES_TVA_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_VENTES          COMPTA_COMPTES_VENTES_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_COMPTES_VTES            COMPTA_COMPTES_VTES_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_COMPTES_VTES_MAGASINS   COMPTA_COMPTES_VTES_MAG_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_FOURNISSEURS            COMPTA_FOURNISSEURS_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_FOURNISSEURS_ACHAT      COMPTA_FOURNISSEURS_ACHAT_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      COMPTA_FRAIS_ANNEXES           COMPTA_FRAIS_ANNEXES_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_JOURNAL_COM             COMPTA_JOURNAL_COM_FK          NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_JOURNAL_VENTE           COMPTA_JOURNAL_VENTE_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_MAGASIN_CTRL_COM        COMPTA_MAGASIN_CTRL_COM_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_MAGASIN_CTRL_VTE        COMPTA_MAGASIN_CTRL_VTE_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_MAGASINS_ACHATS         COMPTA_MAGASINS_ACHATS         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      COMPTA_MAGASIN_SECTEUR_SOCIETE COMPTA_MAG_SECT_SOC_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_MAGASINS_REGLEMENTS     COMPTA_MAGASINS_REGLEMENTS_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_NOM_EXPORT              COMPTA_NOM_EXPORT_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_NOM_EXPORT_COM          COMPTA_NOM_EXPORT_COM_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      COMPTA_NUMERO_COMMANDE         COMPTA_NUMERO_COMMANDE_FK1     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      COMPTA_NUMERO_COMMANDE         COMPTA_NUMERO_COMMANDE_FK2     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      FOURNISSEURS                   FOURNISSEURS_FK1               NORMAL                      NONUNIQUE          1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      GRILLES_TAILLE                 GRILLES_TAILLE_PK              NORMAL                      UNIQUE             2           2 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      GRILLES_TAILLE_COMPOSANT       GRILLES_TAILLE_COMPOSANT_PK    NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      GRILLES_TAILLE_GRILLE_TARIF    GRILLES_TAILLE_GRILLE_TARIF_PK NORMAL                      UNIQUE             1           1 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      GRILLES_TARIF_TAILLE           GRILLES_TARIF_TAILLE_PK        NORMAL                      UNIQUE             1           1 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      GRILLES_VARIANTE               GRILLES_VARIANTE_PK            NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      GRILLES_VARIANTE               GRILLES_VARIANTE_FK1           NORMAL                      NONUNIQUE          1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      GROUPES_MAGASIN                GROUPES_MAGASIN_FK1            NORMAL                      NONUNIQUE          5           5 28-JUL-17 YES         131072  2147483645     1048576
STORELAND                      GROUPES_MAGASIN                GROUPES_MAGASIN_PK             NORMAL                      UNIQUE             5           5 28-JUL-17 YES         327680  2147483645     1048576
STORELAND                      CLASSPROD3_LANGUE              CLASSPROD3_LANGUE_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK13                   NORMAL                      NONUNIQUE     683718      683718 01-NOV-17 YES          65536  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK1                    NORMAL                      NONUNIQUE     688160      111467 01-NOV-17 YES       10485760  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK2                    NORMAL                      NONUNIQUE     698658      698658 01-NOV-17 YES        4194304  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK4                    NORMAL                      NONUNIQUE     698512      698512 01-NOV-17 YES        4194304  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK5                    NORMAL                      NONUNIQUE        546         546 01-NOV-17 YES         131072  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK6                    NORMAL                      NONUNIQUE     686029      686029 01-NOV-17 YES        4194304  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK7                    NORMAL                      NONUNIQUE     698652      698652 01-NOV-17 YES        3145728  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_PK                     NORMAL                      UNIQUE        698658      698658 01-NOV-17 YES        5242880  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK10                   NORMAL                      NONUNIQUE     686258      686258 01-NOV-17 YES        4194304  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK11                   NORMAL                      NONUNIQUE       1215        1215 01-NOV-17 YES          65536  2147483645     1048576
STORELAND                      CLIENTS                        CLIENTS_FK12                   NORMAL                      NONUNIQUE     538533      538533 01-NOV-17 YES        3145728  2147483645     1048576
STORELAND                      CLIENTS_ATTENTE_REF            CLIENTS_ATTENTE_REF_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CLIENTS_GPE_MAGASIN            CLIENTS_GPE_MAGASIN_PK         NORMAL                      UNIQUE       1738303      315263 31-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CLIENTS_GPE_MAGASIN            CLIENTS_GPE_MAGASIN_FK1        NORMAL                      NONUNIQUE    1680061     1680061 31-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CLIENTS_GPE_MAGASIN            CLIENTS_GPE_MAGASIN_FK2        NORMAL                      NONUNIQUE    1680061     1680061 31-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CLIENTS_GPE_MAGASIN            CLIENTS_GPE_MAGASIN_FK3        NORMAL                      NONUNIQUE      10195       10195 31-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CLIENTS_NEG                    CLIENTS_NEG_PK                 NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CLIENTS_SOCIETES_NEG           CLIENTS_SOCIETES_NEG_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODES_ENTRETIEN_COMPOSANT      CODES_ENTRETIEN_COMPOSANT_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODES_ENTRETIEN_PRODUIT_COL    CODES_ENTRETIEN_PRODUIT_COL_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODES_ERREUR_TERM_PORT         CODES_ERREUR_TERM_PORT_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODES_ETAT_CDE_WST             CODES_ETAT_CDE_WST_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODES_ETAT_FACTURE_MAGASIN     CODES_ETAT_FACTURE_MAGASIN_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODES_ETAT_LIGNE_CDE_WST       CODES_ETAT_LIGNE_CDE_WST_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      CODES_ETAT_TERM_PORT           CODES_ETAT_TERM_PORT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODES_INCOTERM                 CODES_INCOTERM_FK1             NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODES_INCOTERM                 CODES_INCOTERM_PK              NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODES_INCOTERM_LANGUE          CODES_INCOTERM_LANGUE_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      OPERATIONS_COMMERCIALES        OPERATIONS_COMMERCIALES_PK     NORMAL                      UNIQUE        166896      166896 14-SEP-17 YES         327680  2147483645     1048576
STORELAND                      OPERATIONS_COMMERCIALES        OPERATIONS_COMMERCIALES_FK1    NORMAL                      NONUNIQUE     166896      166896 14-SEP-17 YES          65536  2147483645     1048576
STORELAND                      OPERATIONS_COMMERCIALES_REM    OPERATIONS_COMMERCIALES_REM_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      OPERATIONS_MARKETING           OPERATIONS_MARKETING_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      PAIEMENTS_LETTRE_CREDIT        PAIEMENTS_LETTRE_CREDIT_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      PALMARES1                      PALMARES1_PK                   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PALMARES2                      PALMARES2_PK                   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PALMARES3                      PALMARES3_FK1                  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PALMARES3                      PALMARES3_FK2                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PALMARES3                      PALMARES3_PK                   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PALMARES5                      PALMARES5_PK                   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      PA_MAGASINS                    PA_MAGASINS_PK                 NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      PARAM_BASCULE_CODECLIENT       PARAM_BASCULE_CODECLIENT_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      PARAM_BASCULE_CODERGLT         PARAM_BASCULE_CODERGLT_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      TYPES_OSCC                     TYPES_OSCC_PK                  NORMAL                      UNIQUE             5           5 20-JAN-16 YES          65536  2147483645     1048576
STORELAND                      PARAM_DATES_IMPLANTATION       PARAM_DATES_IMPLANTATION_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      PARAM_DISPATCH_MAGASIN         PARAM_DISPATCH_MAGASIN_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      TYPES_PERSONNEL                TYPES_PERSONNEL_FK1            NORMAL                      NONUNIQUE         18          18 02-SEP-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_PERSONNEL                TYPES_PERSONNEL_PK             NORMAL                      UNIQUE            18          18 02-SEP-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_PICKING                  TYPES_PICKING_PK               NORMAL                      UNIQUE             3           3 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_PICKING                  TYPES_PICKING_FK1              NORMAL                      NONUNIQUE          3           3 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_PIECE_COMPTABLE          TYPES_PIECE_COMPTABLE_PK       NORMAL                      UNIQUE             5           5 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_POSTE_MAGASIN            TYPES_POSTE_MAGASIN_PK         NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      PARAMETRES_ETAT_TRACKING       PARAMETRES_ETAT_TRACKING_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      PARAMETRES_EXPORT_TRANSPORT    PARAMETRES_EXPORT_TRANSPORT_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      TYPES_REGROUPEMENT_CLIENT      TYPES_REGROUPEMENT_CLIENT_PK   NORMAL                      UNIQUE             2           2 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      TYPES_REGROUPEMENT_OPE_COMM    TYPES_REGROUPEMENT_OPE_COMM_PK NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
