SQL>
SQL> select di.owner
  2       , di.table_name
  3       , di.index_name
  4       , di.index_type
  5       , di.uniqueness
  6       , di.num_rows
  7       , di.sample_size
  8       , di.last_analyzed
  9       , di.global_stats
 10       , di.initial_extent
 11       , di.max_extents
 12       , di.next_extent
 13    from user_tables ut
 14         inner join dba_indexes di on di.table_name = ut.table_name
 15  ;

OWNER                          TABLE_NAME                     INDEX_NAME                     INDEX_TYPE                  UNIQUENES   NUM_ROWS SAMPLE_SIZE LAST_ANAL GLO INITIAL_EXTENT MAX_EXTENTS NEXT_EXTENT
STORELAND                      LIGNES_FACTURE_NEG             LIGNES_FACTURE_NEG_FK1         NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_FACTURE_NEG             LIGNES_FACTURE_NEG_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_FACTURE_TICKET          LIGNES_FACTURE_TICKET_PK       NORMAL                      UNIQUE        148238      148238 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_FACTURE_TRANSPORTEUR    LIGNES_FACTURE_TRANSPORTEUR_PK NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      TYPES_FOURNISSEUR              TYPES_FOURNISSEUR_PK           NORMAL                      UNIQUE             9           9 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_FOURNISSEUR              TYPES_FOURNISSEUR_FK1          NORMAL                      NONUNIQUE          9           9 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LIGNES_GRILLE_AJUSTEMENT       LIGNES_GRILLE_AJUSTEMENT_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      TYPES_GESTION_MAGASIN          TYPES_GESTION_MAGASIN_PK       NORMAL                      UNIQUE             4           4 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      TYPES_LANCEMENT_PRODUIT        TYPES_LANCEMENT_PRODUIT_PK     NORMAL                      UNIQUE             6           6 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_MATIERE                  TYPES_MATIERE_PK               NORMAL                      UNIQUE             5           5 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      LIGNES_GRILLE_TAILLE_PAYS      LIGNES_GRILLE_TAILLE_PAYS_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_GRILLE_TARIF            LIGNES_GRILLE_TARIF_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      TYPES_MEDIA_ACTION_MKT         TYPES_MEDIA_ACTION_MKT_PK      NORMAL                      UNIQUE             3           3 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_MVT_POINTS_FIDELITE      TYPES_MVT_POINTS_FIDELITE      NORMAL                      UNIQUE             4           4 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LIGNES_GRILLE_VARIANTE_PAYS    LIGNES_GRILLE_VARIANTE_PAYS_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_GROUPE_DEPOTS           LIGNES_GROUPE_DEPOTS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      TYPES_NATURE_ARTICLE           TYPES_NATURE_ARTICLE_PK        NORMAL                      UNIQUE             3           3 07-AUG-15 YES          65536  2147483645     1048576
STORELAND                      TYPES_OPE_COMM                 TYPES_OPE_COMM_PK              NORMAL                      UNIQUE             2           2 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LIGNES_GROUPE_MAGASIN_PCW      LIGNES_GROUPE_MAGASIN_PCW_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_GROUPE_PARAMETRE_PCW    LIGNES_GROUPE_PARAMETRE_PCW_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_GUELTE                  LIGNES_GUELTE_PK               NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      SAISONS                        SAISONS_PK                     NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      SECTEURS_DEPOT                 SECTEURS_DEPOT_PK              NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LBM_COMMANDE_ENTETE            LBM_COMMANDE_ENTETE_PK         NORMAL                      UNIQUE        107441      107441 31-OCT-17 YES          65536  2147483645     1048576
STORELAND                      LBM_COMMANDE_POSTE             LBM_COMMANDE_POSTE_PK          NORMAL                      UNIQUE        391457      391457 19-OCT-17 YES          65536  2147483645     1048576
STORELAND                      LBM_COMMANDE_POSTE             LBM_COMMANDE_POSTE_IDX_TOPGU   NORMAL                      NONUNIQUE     391457      391457 19-OCT-17 YES          65536  2147483645     1048576
STORELAND                      RESERVATIONS_WST               RESERVATIONS_WST_PK            NORMAL                      UNIQUE        369411      369411 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      ADRESSES_WST                   ADRESSES_WST_PK                NORMAL                      UNIQUE        213396      213396 19-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CATALOGUE_PRODUIT_ENTETE       CATALOGUE_PRODUIT_ENTETE_PK    NORMAL                      UNIQUE             2           2 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      LBM_MESSAGE_ID                 LBM_MESSAGE_ID_PK              NORMAL                      UNIQUE        605335       60347 23-OCT-17 YES          65536  2147483645     1048576
STORELAND                      LBM_MESSAGE_ID                 LBM_MESSAGE_ID_FK1             NORMAL                      NONUNIQUE     599926      599926 23-OCT-17 YES          65536  2147483645     1048576
STORELAND                      LBM_ARTICLE                    LBM_ARTICLE_FK                 NORMAL                      UNIQUE       5765099      308260 03-OCT-17 YES          65536  2147483645     1048576
STORELAND                      LBM_ARTICLE                    LBM_ARTICLE_ARTTYPE            NORMAL                      NONUNIQUE    5824772      458962 03-OCT-17 YES          65536  2147483645     1048576
STORELAND                      LBM_EAN                        LBM_EAN_FK                     NORMAL                      UNIQUE       6060019      189067 29-SEP-17 YES          65536  2147483645     1048576
STORELAND                      CATALOGUE_PRODUIT_ETATS        CATALOGUE_PRODUIT_ETATS_PK     NORMAL                      UNIQUE             2           2 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      CATALOGUE_PRODUIT_PARAMETRES   CATALOGUE_PRODUIT_PARAMETRE_PK NORMAL                      UNIQUE            43          43 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      CIBLES_IMPLANTATION            CIBLES_IMPLANTATION_PK         NORMAL                      UNIQUE             2           2 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      CIBLE_ACTIONS_MARKETING        CIBLE_ACTIONS_MARKETING_PK     NORMAL                      UNIQUE           140         140 06-SEP-17 YES         196608  2147483645     1048576
STORELAND                      CLASSEURS_MESSAGE              CLASSEURS_MESSAGE_FK1          NORMAL                      NONUNIQUE        545         545 08-MAY-17 YES         327680  2147483645     1048576
STORELAND                      LBM_FF_SUPP                    LBM_FF_SUPP_ARTCODE            NORMAL                      UNIQUE        105034      105034 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LBM_FF_ARTCODE                 LBM_FF_ARTCODE                 NORMAL                      NONUNIQUE     326611      326611 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LBM_CLIENTS_REJET              IK_LBM_CLIENTS_REJET           NORMAL                      NONUNIQUE      29438       29438 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LBM_ARTICLE_REVISION           LBM_ARTCODE_REVISION_PK        NORMAL                      NONUNIQUE     160859      160859 24-JUL-17 YES          65536  2147483645     1048576
STORELAND                      LBM_ARTICLE_REVISION           LBM_TOP_BTS_REVISION_PK        NORMAL                      NONUNIQUE     160859      160859 24-JUL-17 YES          65536  2147483645     1048576
STORELAND                      LBM_GPE_MAGASIN                PK_LBM_GPE_MAGASIN             NORMAL                      UNIQUE       1126858      208989 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      CLASSEURS_MESSAGE              CLASSEURS_MESSAGE_PK           NORMAL                      UNIQUE           545         545 08-MAY-17 YES         327680  2147483645     1048576
STORELAND                      CLASSPROD0                     CLASSPROD0_PK                  NORMAL                      UNIQUE             3           3 01-NOV-17 YES         327680  2147483645     1048576
STORELAND                      LBM_CLIENTS                    PK_LBM_CLIENTS                 NORMAL                      UNIQUE        601264      601264 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      LBM_INT_CLIENTS                CODEADRESSE_UNIQUE             NORMAL                      UNIQUE             0           0 02-NOV-17 YES          65536  2147483645     1048576
STORELAND                      SECTEURS_DEPOT                 SECTEURS_DEPOT_FK1             NORMAL                      NONUNIQUE          1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      SESSIONS_CAISSE                SESSIONS_CAISSE_PK             NORMAL                      UNIQUE           933         933 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      SOCIETES                       SOCIETES_PK                    NORMAL                      UNIQUE             1           1 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      SOCIETES                       SOCIETES_FK1                   NORMAL                      NONUNIQUE          1           1 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      SOCIETES_MAGASIN               SOCIETES_MAGASIN_FK1           NORMAL                      UNIQUE           648         648 02-OCT-17 YES         327680  2147483645     1048576
STORELAND                      SOCIETES_MAGASIN               SOCIETES_MAGASIN_PK            NORMAL                      UNIQUE           648         648 02-OCT-17 YES         327680  2147483645     1048576
STORELAND                      STATS_MAGASIN                  STATS_MAGASIN_PK               NORMAL                      UNIQUE          1949        1949 19-OCT-17 YES         327680  2147483645     1048576
STORELAND                      STATS_MAGASIN                  STATS_MAGASIN_FK1              NORMAL                      UNIQUE          1949        1949 19-OCT-17 YES         327680  2147483645     1048576
STORELAND                      STATS_PRODUIT_COLORIS          STATS_PRODUIT_COLORIS_PK       NORMAL                      UNIQUE       5927328     5927328 04-OCT-17 YES       75497472  2147483645     1048576
STORELAND                      STATS_PRODUIT_COLORIS          STATS_PRODUIT_COLORIS_FK1      NORMAL                      UNIQUE       5718025      288298 04-OCT-17 YES       83886080  2147483645     1048576
STORELAND                      SUIVI_ALERTES_WST              SUIVI_ALERTES_WST_PK           NORMAL                      UNIQUE       1936153     1936153 30-OCT-17 YES          65536  2147483645     1048576
STORELAND                      SUIVI_ALERTES_WST              SUIVI_ALERTES_WST_FK           NORMAL                      NONUNIQUE    1936153     1936153 30-OCT-17 YES          65536  2147483645     1048576
STORELAND                      SVM_TEMPO_ARTICLE              SVM_TEMPO_ARTICLE_PK           NORMAL                      NONUNIQUE        434         434 03-NOV-17 YES       45088768  2147483645     1048576
STORELAND                      SVM_TEMPO_ARTICLE              SVM_TEMPO_ARTICLE_FK1          NORMAL                      NONUNIQUE        434         434 03-NOV-17 YES       45088768  2147483645     1048576
STORELAND                      SVM_TEMPO_CLIENT               SVM_TEMPO_CLIENT_PK            NORMAL                      NONUNIQUE          3           3 02-NOV-17 YES         131072  2147483645     1048576
STORELAND                      TABLE_LOCK                     TABLE_LOCK_PK                  NORMAL                      UNIQUE             2           2 02-NOV-17 YES         327680  2147483645     1048576
STORELAND                      TARIFS_FUTURS                  TARIFS_FUTURS_PK               NORMAL                      UNIQUE             0           0 11-OCT-17 YES          65536  2147483645     1048576
STORELAND                      TARIFS_FUTURS                  TARIFS_FUTURS_FK1              NORMAL                      NONUNIQUE          0           0 11-OCT-17 YES          65536  2147483645     1048576
STORELAND                      TITRES_CLIENT                  TITRES_CLIENT_PK               NORMAL                      UNIQUE             8           8 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TRAITEMENTS_NUIT               TRAITEMENTS_NUIT_PK            NORMAL                      UNIQUE             0           0 28-OCT-17 YES         327680  2147483645     1048576
STORELAND                      TVA_PAYS                       TVA_PAYS_FK1                   NORMAL                      NONUNIQUE          8           8 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TVA_PRODUIT_PAYS               TVA_PRODUIT_PAYS_PK            NORMAL                      UNIQUE       5963505      357024 04-OCT-17 YES       40894464  2147483645     1048576
STORELAND                      TYPEREASSORT                   TYPEREASSORT_PK                NORMAL                      UNIQUE             4           4 07-AUG-15 YES         196608  2147483645     1048576
STORELAND                      LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_CATALOGUE_NEG           LIGNES_CATALOGUE_NEG_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_FK1    NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_CDE_MAG_COLIS           LIGNES_CDE_MAG_COLIS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK2       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      TYPES_DEPENSE                  TYPES_DEPENSE_PK               NORMAL                      UNIQUE             4           4 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LIGNES_CMD_COLIS_A_PREPARER    LIGNES_CMD_COLIS_A_PREPARER_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COLISAGE_STANDARD       LIGNES_COLISAGE_STANDARD_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COLISAGE_STANDARD       LIGNES_COLISAGE_STANDARD_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE                LIGNES_COMMANDE_FK1            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE                LIGNES_COMMANDE_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE                LIGNES_COMMANDE_FK2            NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_CALC           LIGNES_COMMANDE_CALC_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_COLISAGE       LIGNES_COMMANDE_COLISAGE_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_COLISAGE       LIGNES_COMMANDE_COLISAGE_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_COLIS_CALC     LIGNES_COMMANDE_COLIS_CALC_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_MAGASIN        LIGNES_COMMANDE_MAGASIN_FK1    NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_MAGASIN        LIGNES_COMMANDE_MAGASIN_FK2    NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_MAGASIN        LIGNES_COMMANDE_MAGASIN_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_OBS            LIGNES_COMMANDE_OBS_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_RELANCE_FRN    LIGNES_COMMANDE_RELANCE_FRN_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_RELANCE_FRN    LIGNES_CMD_RELANCE_FRN_FK1     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_COMMANDES_A_PREPARER    LIGNES_COMMANDES_A_PREPARER_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDES_NEG           LIGNES_COMMANDES_NEG_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_COMMANDES_NEG           LIGNES_COMMANDES_NEG_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_WEB            LIGNES_COMMANDE_WEB_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_COMMANDE_WST            LIGNES_COMMANDE_WST_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      TYPES_DEPENSES_TVA             TYPES_DEPENSES_TVA_PK          NORMAL                      UNIQUE            56          56 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_DEPENSE_LANGUE           TYPES_DEPENSE_LANGUE_PK        NORMAL                      UNIQUE            12          12 07-AUG-15 YES          65536  2147483645     1048576
STORELAND                      LIGNES_DECHARGT_PORTABLE_MAG   LIGNES_DECHARGT_TP_MAGASIN_PK  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      ETATS_CARTE_FIDELITE_CLIENT    ETATS_CARTE_FIDELITE_CLIENT_PK NORMAL                      UNIQUE             6           6 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      ETATS_COMMANDE                 ETATS_COMMANDE_PK              NORMAL                      UNIQUE             5           5 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      ETATS_COMMANDE                 ETATS_COMMANDE_FK1             NORMAL                      NONUNIQUE          5           5 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      ETATS_COMPOSANT                ETATS_COMPOSANT_PK             NORMAL                      UNIQUE             2           2 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      ETATS_FACTURE_ACHAT            ETATS_FACTURE_ACHAT_PK         NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      LBM_VENTE_POSTE                LBM_VENTE_POSTE_SK             NORMAL                      NONUNIQUE   45761529      376358 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      PRODUITS                       PRODUITS_PK                    NORMAL                      UNIQUE       5925505      406335 14-SEP-17 YES       37748736  2147483645     1048576
STORELAND                      LBM_VENTE_POSTE                LBM_VENTE_POSTE_FK1            NORMAL                      NONUNIQUE   54802692      595580 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      INT_INFOSTATSCLIENTS           INT_INFOSTATSCLIENTS_IX2       NORMAL                      NONUNIQUE      80897       80897 04-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_HISTO_MVTS_NSERIE       LIGNES_HISTO_MVTS_NSERIE_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_HISTO_MVTS_NSERIE       LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_IMPLANTATION_NOUVEAUTES LIGNE_IMPLANTATION_NOUVEAUT_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_IMPORT_INVDEPOT         LIGNES_IMPORT_INVDEPOT_PK      NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_IMPORT_INVDEPOT         LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_IMPORT_MAGASIN          LIGNES_IMPORT_MAGASIN_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_IMPORT_RECEPTION_TP     LIGNES_IMPORT_RECEPTION_TP_PK  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_INVDEP_RADIO            LIGNES_INVDEP_RADIO_PK         NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_INVENTAIRE_DEPOT        LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_INVENTAIRE_MAGASIN      LIGNES_INVENTAIRE_MAGASIN_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         720896  2147483645     1048576
STORELAND                      LIGNES_INVMAG_NSERIE           LIGNES_INVMAG_NSERIE_PK        NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LANCEMENT_PRODUIT       LIGNES_LANCEMENT_PRODUIT_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LANCEMENT_PRODUIT       LIGNES_LANCEMENT_PRODUIT_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LETTRE_CREDIT           LIGNES_LETTRE_CREDIT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_LETTRE_CREDIT           LIGNES_LETTRE_CREDIT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING           LIGNES_LISTE_PICKING_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING           LIGNES_LISTE_PICKING_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING           LIGNES_LISTE_PICKING_FK2       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_CDE       LIGNES_LISTE_PICKING_CDE_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_CDE       LIGNES_LISTE_PICKING_CDE_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COLIS     LIGNES_LISTE_PICKING_COLIS_FK1 NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COLIS     LIGNES_LISTE_PICKING_COLIS_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COLIS_DEP LIGNES_LISTE_PICK_COL_DEP_FK1  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COLIS_DEP LIGNES_LISTE_PICK_COL_DEP_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COL_TMP   LIGNES_LISTE_PKG_COL_TMP_PK    NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COMP      LIGNES_LISTE_PICKING_COMP_FK1  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COMP      LIGNES_LISTE_PICKING_COMP_FK2  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COMP      LIGNES_LISTE_PICKING_COMP_FK3  NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_COMP      LIGNES_LISTE_PICKING_COMP_PK   NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_DEPOT     LIGNES_LISTE_PICKING_DEPOT_FK1 NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_DEPOT     LIGNES_LISTE_PICKING_DEPOT_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_LISTE_PICKING_TMP       LIGNES_LISTE_PICKING_TMP_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES          65536  2147483645     1048576
STORELAND                      LIGNES_LIVMAG_NSERIE           LIGNES_LIVMAG_NSERIE_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      TYPES_APPRO_FOURNISSEURS       TYPES_APPRO_FOURNISSEURS_PK    NORMAL                      UNIQUE             1           1 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_CARTE_FIDELITE_CLIENT    TYPES_CARTE_FIDELITE_CLIENT_PK NORMAL                      UNIQUE            10          10 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_COMMANDE                 TYPES_COMMANDE_PK              NORMAL                      UNIQUE             4           4 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_COMMANDE                 TYPES_COMMANDE_FK1             NORMAL                      NONUNIQUE          4           4 07-AUG-15 YES         327680  2147483645     1048576
STORELAND                      TYPES_COMMANDE_NEG             TYPES_COMMANDE_NEG_PK          NORMAL                      UNIQUE             1           1 07-AUG-15 YES         131072  2147483645     1048576
STORELAND                      SEMAINES_GESTION               SEMAINES_GESTION_FK1           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      SEMAINES_GESTION               SEMAINES_GESTION_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      SENS_COUPE_COMPOSANT           SENS_COUPE_COMPOSANT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      SERVICES_ASSOCIES              SERVICES_ASSOCIES_PK           NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
