SQL> select at.table_name, at.status, at.num_rows, at.last_analyzed , atc.data_type
  2       , ai.index_name, ai.index_type, ai.uniqueness, ai.leaf_blocks, ai.distinct_keys, ai.status as i_status, ai.last_analyzed as i_last_analyzed, ai.global_stats
  3       , aic.column_name, aic.column_position
  4    from all_tables at
  5         inner join all_indexes ai on ai.table_name = at.table_name
  6         inner join all_ind_columns aic on aic.index_name = ai.index_name
  7         inner join all_tab_columns atc on atc.table_name = aic.table_name and atc.column_name = aic.column_name
  8   where at.owner  in ( 'STORELAND' )
  9     ---and at.table_name in ('LBM_VENTE_POSTE', 'LBM_CP_HISTO')
 10   order by at.table_name, ai.index_name, aic.column_position
 11  ;
TABLE_NAME                     STATUS     NUM_ROWS LAST_ANAL DATA_TYPE                      INDEX_NAME                     INDEX_TYPE                     UNIQUENES LEAF_BLOCKS DISTINCT_KEYS I_STATUS I_LAST_AN GLO COLUMN_NAME                    COLUMN_POSITION
LIGNES_GRILLE_TAILLE_PAYS      VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GRILLE_TAILLE_PAYS_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPAYS                                     2
LIGNES_GRILLE_TAILLE_PAYS      VALID             0 01-JUN-14 NUMBER                         LIGNES_GRILLE_TAILLE_PAYS_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES INDICE                                       3
LIGNES_GRILLE_TARIF            VALID             0 01-JUN-14 NUMBER                         LIGNES_GRILLE_TARIF_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEGRILLETARIF                              1
LIGNES_GRILLE_TARIF            VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GRILLE_TARIF_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEDEVISE                                   2
LIGNES_GRILLE_TARIF            VALID             0 01-JUN-14 NUMBER                         LIGNES_GRILLE_TARIF_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES INDICETAILLE                                 3
LIGNES_GRILLE_TARIF            VALID             0 01-JUN-14 NUMBER                         LIGNES_GRILLE_TARIF_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES RANG                                         4
LIGNES_GRILLE_TARIF_TAILLE     VALID             1 07-AUG-15 NUMBER                         LIGNES_GRILLE_TARIF_TAILLE_PK  NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEGRILLETARIF                              1
LIGNES_GRILLE_TARIF_TAILLE     VALID             1 07-AUG-15 VARCHAR2                       LIGNES_GRILLE_TARIF_TAILLE_PK  NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEPAYS                                     2
LIGNES_GRILLE_TARIF_TAILLE     VALID             1 07-AUG-15 NUMBER                         LIGNES_GRILLE_TARIF_TAILLE_PK  NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES INDICETAILLE                                 3
LIGNES_GRILLE_TARIF_TAILLE     VALID             1 07-AUG-15 NUMBER                         LIGNES_GRILLE_TARIF_TAILLE_PK  NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES RANG                                         4
LIGNES_GRILLE_VARIANTE         VALID             1 07-AUG-15 NUMBER                         LIGNES_GRILLE_VARIANTE_PK      NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEGRILLEVARIANTE                           1
LIGNES_GRILLE_VARIANTE         VALID             1 07-AUG-15 NUMBER                         LIGNES_GRILLE_VARIANTE_PK      NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES INDICE                                       2
LIGNES_GRILLE_VARIANTE_PAYS    VALID             0 01-JUN-14 NUMBER                         LIGNES_GRILLE_VARIANTE_PAYS_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEGRILLEVARIANTE                           1
LIGNES_GRILLE_VARIANTE_PAYS    VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GRILLE_VARIANTE_PAYS_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPAYS                                     2
LIGNES_GROUPE_DEPOTS           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GROUPE_DEPOTS_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEGROUPEDEPOTS                             1
LIGNES_GROUPE_DEPOTS           VALID             0 01-JUN-14 NUMBER                         LIGNES_GROUPE_DEPOTS_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEDEPOT                                    2
LIGNES_GROUPE_DEPOTS           VALID             0 01-JUN-14 NUMBER                         LIGNES_GROUPE_DEPOTS_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESECTEUR                                  3
LIGNES_GROUPE_MAGASIN          VALID          1300 19-OCT-17 NUMBER                         LIGNES_GROUPE_MAGASIN_FK1      NORMAL                         UNIQUE              6          1300 VALID    19-OCT-17 YES CODEMAGASIN                                  1
LIGNES_GROUPE_MAGASIN          VALID          1300 19-OCT-17 VARCHAR2                       LIGNES_GROUPE_MAGASIN_FK1      NORMAL                         UNIQUE              6          1300 VALID    19-OCT-17 YES CODEGROUPEMAGASIN                            2
LIGNES_GROUPE_MAGASIN          VALID          1300 19-OCT-17 DATE                           LIGNES_GROUPE_MAGASIN_FK1      NORMAL                         UNIQUE              6          1300 VALID    19-OCT-17 YES DATEDEBUTVALIDITE                            3
LIGNES_GROUPE_MAGASIN          VALID          1300 19-OCT-17 VARCHAR2                       LIGNES_GROUPE_MAGASIN_PK       NORMAL                         UNIQUE              6          1300 VALID    19-OCT-17 YES CODEGROUPEMAGASIN                            1
LIGNES_GROUPE_MAGASIN          VALID          1300 19-OCT-17 NUMBER                         LIGNES_GROUPE_MAGASIN_PK       NORMAL                         UNIQUE              6          1300 VALID    19-OCT-17 YES CODEMAGASIN                                  2
LIGNES_GROUPE_MAGASIN          VALID          1300 19-OCT-17 DATE                           LIGNES_GROUPE_MAGASIN_PK       NORMAL                         UNIQUE              6          1300 VALID    19-OCT-17 YES DATEDEBUTVALIDITE                            3
LIGNES_GROUPE_MAGASIN_PCW      VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GROUPE_MAGASIN_PCW_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEGROUPEMAGASINPCW                         1
LIGNES_GROUPE_MAGASIN_PCW      VALID             0 01-JUN-14 NUMBER                         LIGNES_GROUPE_MAGASIN_PCW_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  2
LIGNES_GROUPE_MAGASIN_PCW      VALID             0 01-JUN-14 NUMBER                         LIGNES_GROUPE_MAGASIN_PCW_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODETPV                                      3
LIGNES_GROUPE_PARAMETRE_PCW    VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GROUPE_PARAMETRE_PCW_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEGROUPEPARAMETREPCW                       1
LIGNES_GROUPE_PARAMETRE_PCW    VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GROUPE_PARAMETRE_PCW_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES NOMPARAMETREPCW                              2
LIGNES_GUELTE                  VALID             0 01-JUN-14 VARCHAR2                       LIGNES_GUELTE_PK               NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEGUELTE                                   1
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           1
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES NUMEROORDRE                                  2
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODETYPENOSERIE                              3
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_HISTO_MVTS_NSERIE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES NUMEROSERIE                                  4
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES TYPEEVENEMENTMAG                             2
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEEVENEMENT                                3
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           4
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES NUMEROORDRE                                  5
LIGNES_HISTO_MVTS_NSERIE       VALID             0 01-JUN-14 NUMBER                         LIGNES_HISTO_MVTS_NSERIE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODETYPENOSERIE                              6
LIGNES_IMPLANTATION_NOUVEAUTES VALID             0 01-JUN-14 VARCHAR2                       LIGNE_IMPLANTATION_NOUVEAUT_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPRODUIT                                  1
LIGNES_IMPLANTATION_NOUVEAUTES VALID             0 01-JUN-14 VARCHAR2                       LIGNE_IMPLANTATION_NOUVEAUT_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLORIS                                  2
LIGNES_IMPLANTATION_NOUVEAUTES VALID             0 01-JUN-14 NUMBER                         LIGNE_IMPLANTATION_NOUVEAUT_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES INDICETAILLE                                 3
LIGNES_IMPLANTATION_NOUVEAUTES VALID             0 01-JUN-14 NUMBER                         LIGNE_IMPLANTATION_NOUVEAUT_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES INDICEVARIANTE                               4
LIGNES_IMPLANTATION_NOUVEAUTES VALID             0 01-JUN-14 NUMBER                         LIGNE_IMPLANTATION_NOUVEAUT_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  5
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEDEPOT                                    1
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 VARCHAR2                       LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINVENTAIREDEPOT                          2
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES NOORDREIMPORT                                3
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 VARCHAR2                       LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEBARRESARTICLE                            4
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 VARCHAR2                       LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODESECTEUR                                  5
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 VARCHAR2                       LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEALLEE                                    6
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 VARCHAR2                       LIGNES_IMPORT_INVDEPOT_FK1     NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEEMPLACEMENT                              7
LIGNES_IMPORT_INVDEPOT         VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_INVDEPOT_PK      NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNELIGNEIMPORT                       1
LIGNES_IMPORT_MAGASIN          VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_MAGASIN_PK       NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_IMPORT_MAGASIN          VALID             0 01-JUN-14 VARCHAR2                       LIGNES_IMPORT_MAGASIN_PK       NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEIMPORT                                   2
LIGNES_IMPORT_MAGASIN          VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_MAGASIN_PK       NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           3
LIGNES_IMPORT_RECEPTION_TP     VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_RECEPTION_TP_PK  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES NOORDREIMPORT                                1
LIGNES_IMPORT_RECEPTION_TP     VALID             0 01-JUN-14 NUMBER                         LIGNES_IMPORT_RECEPTION_TP_PK  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINTERNELIGNEIMPORT                       2
LIGNES_INVDEP_RADIO            VALID             0 01-JUN-14 NUMBER                         LIGNES_INVDEP_RADIO_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEDEPOT                                    1
LIGNES_INVDEP_RADIO            VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVDEP_RADIO_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINVENTAIREDEPOT                          2
LIGNES_INVDEP_RADIO            VALID             0 01-JUN-14 NUMBER                         LIGNES_INVDEP_RADIO_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEEMPLACEMENT                       3
LIGNES_INVDEP_RADIO            VALID             0 01-JUN-14 NUMBER                         LIGNES_INVDEP_RADIO_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           4
LIGNES_INVDEP_RADIO            VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVDEP_RADIO_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLISAGE                                 5
LIGNES_INVENTAIRE_DEPOT        VALID             0 01-JUN-14 NUMBER                         LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEDEPOT                                    1
LIGNES_INVENTAIRE_DEPOT        VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINVENTAIREDEPOT                          2
LIGNES_INVENTAIRE_DEPOT        VALID             0 01-JUN-14 NUMBER                         LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           3
LIGNES_INVENTAIRE_DEPOT        VALID             0 01-JUN-14 NUMBER                         LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEEMPLACEMENT                       4
LIGNES_INVENTAIRE_DEPOT        VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLASSPROD1                               5
LIGNES_INVENTAIRE_DEPOT        VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVENTAIRE_DEPOT_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLISAGE                                 6
LIGNES_INVENTAIRE_MAGASIN      VALID             0 01-JUN-14 NUMBER                         LIGNES_INVENTAIRE_MAGASIN_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_INVENTAIRE_MAGASIN      VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVENTAIRE_MAGASIN_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINVENTAIREMAGASIN                        2
LIGNES_INVENTAIRE_MAGASIN      VALID             0 01-JUN-14 NUMBER                         LIGNES_INVENTAIRE_MAGASIN_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           3
LIGNES_INVMAG_NSERIE           VALID             0 01-JUN-14 NUMBER                         LIGNES_INVMAG_NSERIE_PK        NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_INVMAG_NSERIE           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_INVMAG_NSERIE_PK        NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINVENTAIREMAGASIN                        2
LIGNES_INVMAG_NSERIE           VALID             0 01-JUN-14 NUMBER                         LIGNES_INVMAG_NSERIE_PK        NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           3
LIGNES_INVMAG_NSERIE           VALID             0 01-JUN-14 NUMBER                         LIGNES_INVMAG_NSERIE_PK        NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES NUMEROORDRE                                  4
LIGNES_INVMAG_NSERIE           VALID             0 01-JUN-14 NUMBER                         LIGNES_INVMAG_NSERIE_PK        NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODETYPENOSERIE                              5
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LANCEMENT_PRODUIT_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEPRODUIT                                  1
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LANCEMENT_PRODUIT_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOLORIS                                  2
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 DATE                           LIGNES_LANCEMENT_PRODUIT_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES DATELANCEMENTPRODUIT                         3
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 NUMBER                         LIGNES_LANCEMENT_PRODUIT_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES INDICETAILLE                                 4
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 NUMBER                         LIGNES_LANCEMENT_PRODUIT_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNELANCEMENTPRODUIT                  1
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LANCEMENT_PRODUIT_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPRODUIT                                  2
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LANCEMENT_PRODUIT_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLORIS                                  3
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 DATE                           LIGNES_LANCEMENT_PRODUIT_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES DATELANCEMENTPRODUIT                         4
LIGNES_LANCEMENT_PRODUIT       VALID             0 01-JUN-14 NUMBER                         LIGNES_LANCEMENT_PRODUIT_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES INDICETAILLE                                 5
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 NUMBER                         LIGNES_LETTRE_CREDIT_FK1       NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODESITE                                     1
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LETTRE_CREDIT_FK1       NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 2
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LETTRE_CREDIT_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNELC                                1
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 NUMBER                         LIGNES_LETTRE_CREDIT_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES NOLIGNELC                                    2
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 NUMBER                         LIGNES_LETTRE_CREDIT_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     3
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LETTRE_CREDIT_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 4
LIGNES_LETTRE_CREDIT           VALID             0 01-JUN-14 NUMBER                         LIGNES_LETTRE_CREDIT_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES NOHISTO                                      5
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_FK1       NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_FK1       NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODELIVRAISONMAG                             2
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_FK2       NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           1
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_FK2       NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODELISTEPICKING                             2
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELISTEPICKING                             1
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           2
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEEMPLACEMENT                       3
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  4
LIGNES_LISTE_PICKING           VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELIVRAISONMAG                             5
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_CDE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_CDE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODELIVRAISONMAG                             2
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_CDE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 3
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_CDE_FK1   NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           4
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_CDE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELISTEPICKING                             1
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_CDE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           2
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_CDE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEEMPLACEMENT                       3
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_CDE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  4
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_CDE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELIVRAISONMAG                             5
LIGNES_LISTE_PICKING_CDE       VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_CDE_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 6
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_COLIS_FK1 NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_COLIS_FK1 NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODELIVRAISONMAG                             2
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_COLIS_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELISTEPICKING                             1
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_COLIS_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLISAGE                                 2
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_COLIS_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEEMPLACEMENT                       3
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICKING_COLIS_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  4
LIGNES_LISTE_PICKING_COLIS     VALID             0 01-JUN-14 VARCHAR2                       LIGNES_LISTE_PICKING_COLIS_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELIVRAISONMAG                             5
LIGNES_LISTE_PICKING_COLIS_DEP VALID             0 01-JUN-14 NUMBER                         LIGNES_LISTE_PICK_COL_DEP_FK1  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEDEPOTDESTINATAIRE                        1
